date,MU
10/15/13,16.92
10/14/13,17.07
10/11/13,16.84
10/10/13,18.43
10/9/13,18.15
10/8/13,17.925
10/7/13,18.485
10/4/13,18.47
10/3/13,18.015
10/2/13,17.665
10/1/13,17.61
9/30/13,17.469
9/27/13,17.62
9/26/13,17.47
9/25/13,16.97
9/24/13,17.04
9/23/13,17.05
9/20/13,17.23
9/19/13,17.161
9/18/13,17.265
9/17/13,16.84
9/16/13,16.44
9/13/13,16.205
9/12/13,16.2
9/11/13,16.49
9/10/13,16.26
9/9/13,15.615
9/6/13,15.26
9/5/13,15.17
9/4/13,14.753
9/3/13,14.01
8/30/13,13.57
8/29/13,13.57
8/28/13,13.24
8/27/13,13.179
8/26/13,13.78
8/23/13,13.86
8/22/13,13.86
8/21/13,13.63
8/20/13,13.8
8/19/13,13.8
8/16/13,14.005
8/15/13,14.13
8/14/13,14.82
8/13/13,14.97
8/12/13,13.83
8/9/13,13.99
8/8/13,13.95
8/7/13,13.81
8/6/13,14.14
8/5/13,14.174
8/2/13,13.5
8/1/13,13.575
7/31/13,13.24
7/30/13,12.6
7/29/13,12.47
7/26/13,12.59
7/25/13,13.29
7/24/13,13.105
7/23/13,13.64
7/22/13,13.83
7/19/13,13.73
7/18/13,13.69
7/17/13,13.59
7/16/13,13.38
7/15/13,13.07
7/12/13,12.69
7/11/13,12.7
7/10/13,12.55
7/9/13,13.135
7/8/13,14.03
7/5/13,14.31
7/3/13,14.14
7/2/13,14.31
7/1/13,14.27
6/28/13,14.33
6/27/13,14.34
6/26/13,14.175
6/25/13,13.75
6/24/13,13.46
6/21/13,13.9
6/20/13,13.535
6/19/13,13.97
6/18/13,13.75
6/17/13,13.24
6/14/13,12.76
6/13/13,12.91
6/12/13,12.489
6/11/13,12.81
6/10/13,12.95
6/7/13,12.65
6/6/13,12.35
6/5/13,12.02
6/4/13,11.71
6/3/13,11.73
5/31/13,11.68
5/30/13,11.89
5/29/13,11.83
5/28/13,11.78
5/24/13,11.59
5/23/13,11.39
5/22/13,10.92
5/21/13,11.23
5/20/13,11.21
5/17/13,11.31
5/16/13,11.06
5/15/13,10.87
5/14/13,10.65
5/13/13,10.66
5/10/13,10.82
5/9/13,10.711
5/8/13,10.235
5/7/13,9.97
5/6/13,9.76
5/3/13,9.63
5/2/13,9.32
5/1/13,9.2
4/30/13,9.42
4/29/13,9.35
4/26/13,9.43
4/25/13,9.53
4/24/13,9.415
4/23/13,9.42
4/22/13,9.31
4/19/13,9.35
4/18/13,9.23
4/17/13,9.39
4/16/13,9.87
4/15/13,9.56
4/12/13,10.01
4/11/13,9.98
4/10/13,10.085
4/9/13,9.57
4/8/13,9.39
4/5/13,9.31
4/4/13,9.31
4/3/13,9.1
4/2/13,9.3
4/1/13,9.38
3/28/13,9.975
3/27/13,9.96
3/26/13,9.92
3/25/13,9.88
3/22/13,10.04
3/21/13,9.07
3/20/13,9.31
3/19/13,9.24
3/18/13,9.18
3/15/13,9.37
3/14/13,9.685
3/13/13,9.51
3/12/13,9.32
3/11/13,9.345
3/8/13,9.2
3/7/13,8.94
3/6/13,8.65
3/5/13,8.73
3/4/13,8.4
3/1/13,8.25
2/28/13,8.375
2/27/13,8.18
2/26/13,7.955
2/25/13,7.93
2/22/13,8.02
2/21/13,7.68
2/20/13,7.875
2/19/13,8.12
2/15/13,7.91
2/14/13,8.08
2/13/13,7.95
2/12/13,7.92
2/11/13,7.91
2/8/13,7.75
2/7/13,7.73
2/6/13,7.95
2/5/13,7.87
2/4/13,7.76
2/1/13,7.83
1/31/13,7.56
1/30/13,7.65
1/29/13,7.58
1/28/13,7.82
1/25/13,7.87
1/24/13,7.83
1/23/13,7.78
1/22/13,7.84
1/18/13,7.885
1/17/13,7.81
1/16/13,7.67
1/15/13,7.6
1/14/13,7.6
1/11/13,7.54
1/10/13,7.42
1/9/13,7.31
1/8/13,7.23
1/7/13,7.18
1/4/13,6.96
1/3/13,6.8998
1/2/13,6.63
12/31/12,6.34
12/28/12,6.13
12/27/12,6.22
12/26/12,6.175
12/24/12,6.23
12/21/12,6.32
12/20/12,6.79
12/19/12,6.82
12/18/12,6.7
12/17/12,6.605
12/14/12,6.85
12/13/12,6.66
12/12/12,6.7099
12/11/12,6.77
12/10/12,6.67
12/7/12,6.435
12/6/12,6.41
12/5/12,6.18
12/4/12,6.035
12/3/12,5.93
11/30/12,5.965
11/29/12,5.91
11/28/12,5.77
11/27/12,5.68
11/26/12,5.695
11/23/12,5.68
11/21/12,5.52
11/20/12,5.555
11/19/12,5.535
11/16/12,5.47
11/15/12,5.47
11/14/12,5.555
11/13/12,5.74
11/12/12,5.565
11/9/12,5.62
11/8/12,5.69
11/7/12,5.91
11/6/12,6.09
11/5/12,5.84
11/2/12,5.71
11/1/12,5.785
10/31/12,5.425
10/26/12,5.47
10/25/12,5.69
10/24/12,5.17
10/23/12,5.41
10/22/12,5.44
10/19/12,5.45
10/18/12,5.65
10/17/12,5.78
10/16/12,5.78
10/15/12,5.72
10/12/12,5.67
10/11/12,5.75
10/10/12,5.76
10/9/12,5.755
10/8/12,5.847
10/5/12,5.89
10/4/12,5.875
10/3/12,5.84
10/2/12,5.84
10/1/12,5.77
9/28/12,5.98
9/27/12,6.015
9/26/12,5.94
9/25/12,6.105
9/24/12,6.255
9/21/12,6.36
9/20/12,6.45
9/19/12,6.65
9/18/12,6.48
9/17/12,6.57
9/14/12,6.7
9/13/12,6.6
9/12/12,6.47
9/11/12,6.36
9/10/12,6.41
9/7/12,6.42
9/6/12,6.675
9/5/12,6.19
9/4/12,6.09
8/31/12,6.21
8/30/12,6.18
8/29/12,6.2
8/28/12,6.2
8/27/12,6.23
8/24/12,6.3
8/23/12,6.255
8/22/12,6.32
8/21/12,6.46
8/20/12,6.49
8/17/12,6.57
8/16/12,6.61
8/15/12,6.49
8/14/12,6.55
8/13/12,6.715
8/10/12,6.76
8/9/12,6.81
8/8/12,6.89
8/7/12,6.82
8/6/12,6.57
8/3/12,6.33
8/2/12,6.16
8/1/12,6.27
7/31/12,6.21
7/30/12,6.11
7/27/12,6.275
7/26/12,5.955
7/25/12,5.84
7/24/12,5.725
7/23/12,5.62
7/20/12,5.825
7/19/12,5.775
7/18/12,5.84
7/17/12,5.77
7/16/12,6
7/13/12,6.13
7/12/12,6.13
7/11/12,6.21
7/10/12,6.16
7/9/12,6.49
7/6/12,6.715
7/5/12,6.81
7/3/12,6.89
7/2/12,6.55
6/29/12,6.31
6/28/12,5.97
6/27/12,5.72
6/26/12,5.63
6/25/12,5.59
6/22/12,5.74
6/21/12,5.645
6/20/12,6.12
6/19/12,6.1
6/18/12,5.94
6/15/12,5.89
6/14/12,5.755
6/13/12,5.855
6/12/12,5.92
6/11/12,5.705
6/8/12,5.88
6/7/12,5.67
6/6/12,5.75
6/5/12,5.595
6/4/12,5.39
6/1/12,5.45
5/31/12,5.84
5/30/12,5.99
5/29/12,6.12
5/25/12,5.96
5/24/12,5.74
5/23/12,5.75
5/22/12,5.71
5/21/12,5.78
5/18/12,5.625
5/17/12,5.95
5/16/12,6.15
5/15/12,6.02
5/14/12,6.21
5/11/12,6.36
5/10/12,6.29
5/9/12,6.36
5/8/12,6.24
5/7/12,6.5
5/4/12,6.55
5/3/12,6.47
5/2/12,6.82
5/1/12,6.68
4/30/12,6.59
4/27/12,6.57
4/26/12,6.6
4/25/12,6.52
4/24/12,6.51
4/23/12,6.63
4/20/12,6.64
4/19/12,7.005
4/18/12,7.07
4/17/12,7.24
4/16/12,7.115
4/13/12,6.96
4/12/12,7.145
4/11/12,7.165
4/10/12,7.15
4/9/12,7.35
4/5/12,7.59
4/4/12,7.66
4/3/12,7.99
4/2/12,8.095
3/30/12,8.095
3/29/12,8.42
3/28/12,8.64
3/27/12,8.575
3/26/12,8.25
3/23/12,8.4
3/22/12,8.71
3/21/12,8.74
3/20/12,8.57
3/19/12,8.63
3/16/12,8.82
3/15/12,8.83
3/14/12,8.58
3/13/12,8.49
3/12/12,8.08
3/9/12,8.33
3/8/12,8.16
3/7/12,8.09
3/6/12,8
3/5/12,8.2
3/2/12,8.645
3/1/12,8.71
2/29/12,8.55
2/28/12,8.88
2/27/12,8.56
2/24/12,7.95
2/23/12,7.82
2/22/12,8.04
2/21/12,8.21
2/17/12,8.43
2/16/12,8.46
2/15/12,8.28
2/14/12,8.34
2/13/12,7.85
2/10/12,7.905
2/9/12,8.16
2/8/12,8.165
2/7/12,7.875
2/6/12,7.725
2/3/12,7.95
2/2/12,7.72
2/1/12,7.7
1/31/12,7.595
1/30/12,7.56
1/27/12,7.43
1/26/12,7.55
1/25/12,7.86
1/24/12,7.95
1/23/12,7.865
1/20/12,7.76
1/19/12,7.88
1/18/12,7.65
1/17/12,7.16
1/13/12,7.23
1/12/12,7.27
1/11/12,7.22
1/10/12,7.25
1/9/12,7.29
1/6/12,7.2
1/5/12,7.16
1/4/12,6.99
1/3/12,6.755
12/30/11,6.29
12/29/11,6.27
12/28/11,6.17
12/27/11,6.25
12/23/11,6.395
12/22/11,6.41
12/21/11,5.54
12/20/11,5.79
12/19/11,5.445
12/16/11,5.68
12/15/11,5.55
12/14/11,5.45
12/13/11,5.61
12/12/11,5.82
12/9/11,5.89
12/8/11,5.82
12/7/11,6.06
12/6/11,5.65
12/5/11,5.73
12/2/11,5.8
12/1/11,5.89
11/30/11,5.99
11/29/11,5.64
11/28/11,5.62
11/25/11,5.5
11/23/11,5.71
11/22/11,6.1
11/21/11,6.09
11/18/11,6.29
11/17/11,6.33
11/16/11,6.74
11/15/11,5.46
11/14/11,5.35
11/11/11,5.43
11/10/11,5.18
11/9/11,5.35
11/8/11,5.91
11/7/11,5.85
11/4/11,5.89
11/3/11,5.84
11/2/11,5.43
11/1/11,5.29
10/31/11,5.59
10/28/11,5.88
10/27/11,5.7
10/26/11,5.465
10/25/11,5.49
10/24/11,5.66
10/21/11,5.46
10/20/11,5.59
10/19/11,5.53
10/18/11,5.77
10/17/11,5.435
10/14/11,5.7
10/13/11,5.52
10/12/11,5.2
10/11/11,5.2
10/10/11,5.16
10/7/11,4.95
10/6/11,4.96
10/5/11,4.95
10/4/11,4.52
10/3/11,4.33
9/30/11,5.04
9/29/11,5.87
9/28/11,6.115
9/27/11,6.46
9/26/11,6.58
9/23/11,6.65
9/22/11,6.43
9/21/11,6.605
9/20/11,6.85
9/19/11,6.88
9/16/11,7.03
9/15/11,7.04
9/14/11,7.2
9/13/11,6.86
9/12/11,6.685
9/9/11,6.35
9/8/11,6.245
9/7/11,6.06
9/6/11,5.67
9/2/11,5.5
9/1/11,5.74
8/31/11,5.91
8/30/11,5.95
8/29/11,6.145
8/26/11,5.66
8/25/11,5.38
8/24/11,5.3
8/23/11,5.66
8/22/11,5.26
8/19/11,5.25
8/18/11,5.64
8/17/11,6.11
8/16/11,6.29
8/15/11,6.48
8/12/11,6.18
8/11/11,6.37
8/10/11,5.72
8/9/11,6.19
8/8/11,5.71
8/5/11,6.31
8/4/11,6.4
8/3/11,6.99
8/2/11,7.04
8/1/11,7.41
7/29/11,7.37
7/28/11,7.42
7/27/11,7.43
7/26/11,7.855
7/25/11,7.89
7/22/11,8.09
7/21/11,7.645
7/20/11,7.6
7/19/11,7.52
7/18/11,7.23
7/15/11,7.41
7/14/11,7.29
7/13/11,7.49
7/12/11,7.31
7/11/11,7.49
7/8/11,7.68
7/7/11,7.82
7/6/11,7.56
7/5/11,7.78
7/1/11,7.83
6/30/11,7.48
6/29/11,7.47
6/28/11,7.35
6/27/11,7.34
6/24/11,7.21
6/23/11,8.43
6/22/11,8.17
6/21/11,8.14
6/20/11,7.91
6/17/11,7.83
6/16/11,7.865
6/15/11,8.07
6/14/11,8.4
6/13/11,8.29
6/10/11,8.44
6/9/11,8.49
6/8/11,8.5
6/7/11,8.95
6/6/11,9.04
6/3/11,9.16
6/2/11,9.41
6/1/11,9.555
5/31/11,10.2
5/27/11,10.02
5/26/11,9.79
5/25/11,9.61
5/24/11,9.62
5/23/11,9.71
5/20/11,10
5/19/11,10.17
5/18/11,10.06
5/17/11,9.94
5/16/11,10.55
5/13/11,10.4
5/12/11,10.66
5/11/11,10.41
5/10/11,10.63
5/9/11,10.46
5/6/11,10.87
5/5/11,10.91
5/4/11,10.74
5/3/11,10.9
5/2/11,11.24
4/29/11,11.32
4/28/11,11.48
4/27/11,11.795
4/26/11,11.61
4/25/11,11.33
4/21/11,11.52
4/20/11,11.39
4/19/11,10.52
4/18/11,10.42
4/15/11,10.75
4/14/11,10.65
4/13/11,10.62
4/12/11,10.53
4/11/11,10.74
4/8/11,11.07
4/7/11,11.14
4/6/11,11.24
4/5/11,11.015
4/4/11,11.19
4/1/11,11.3
3/31/11,11.47
3/30/11,11.58
3/29/11,11.76
3/28/11,11.55
3/25/11,11.55
3/24/11,11.5
3/23/11,10.61
3/22/11,10.35
3/21/11,10.36
3/18/11,10.07
3/17/11,10.21
3/16/11,10.055
3/15/11,10.43
3/14/11,10.36
3/11/11,10.24
3/10/11,9.925
3/9/11,10.32
3/8/11,10.89
3/7/11,11.03
3/4/11,11.64
3/3/11,11.57
3/2/11,11.09
3/1/11,10.96
2/28/11,11.13
2/25/11,11.44
2/24/11,10.91
2/23/11,10.55
2/22/11,10.921
2/18/11,11.701
2/17/11,11.8
2/16/11,11.63
2/15/11,11.67
2/14/11,11.65
2/11/11,11.321
2/10/11,11.31
2/9/11,11.26
2/8/11,11.44
2/7/11,11.29
2/4/11,11.05
2/3/11,10.895
2/2/11,10.89
2/1/11,10.81
1/31/11,10.54
1/28/11,10.37
1/27/11,10.59
1/26/11,9.95
1/25/11,9.975
1/24/11,10.05
1/21/11,9.8375
1/20/11,9.6
1/19/11,9.37
1/18/11,9.66
1/14/11,9.71
1/13/11,9.63
1/12/11,9.34
1/11/11,8.72
1/10/11,8.55
1/7/11,8.645
1/6/11,8.58
1/5/11,8.54
1/4/11,8.44
1/3/11,8.275
12/31/10,8.02
12/30/10,7.9
12/29/10,7.75
12/28/10,7.76
12/27/10,7.81
12/23/10,7.94
12/22/10,8.28
12/21/10,8.14
12/20/10,8.115
12/17/10,8.21
12/16/10,8.05
12/15/10,7.92
12/14/10,8.065
12/13/10,8.14
12/10/10,8.25
12/9/10,8.19
12/8/10,7.94
12/7/10,7.92
12/6/10,7.955
12/3/10,7.919
12/2/10,7.91
12/1/10,7.39
11/30/10,7.269
11/29/10,7.571
11/26/10,7.63
11/24/10,7.75
11/23/10,7.42
11/22/10,7.321
11/19/10,7.39
11/18/10,7.2875
11/17/10,7.1
11/16/10,7.22
11/15/10,7.42
11/12/10,7.72
11/11/10,7.85
11/10/10,7.871
11/9/10,7.9
11/8/10,8.24
11/5/10,8.655
11/4/10,8.56
11/3/10,8.09
11/2/10,8.11
11/1/10,8.14
10/29/10,8.255
10/28/10,7.94
10/27/10,7.97
10/26/10,7.72
10/25/10,7.81
10/22/10,7.69
10/21/10,7.5
10/20/10,7.69
10/19/10,7.3
10/18/10,7.539
10/15/10,7.61
10/14/10,7.59
10/13/10,7.65
10/12/10,7.75
10/11/10,7.67
10/8/10,7.59
10/7/10,7.11
10/6/10,6.95
10/5/10,6.93
10/4/10,6.99
10/1/10,7.29
9/30/10,7.21
9/29/10,7.29
9/28/10,7.149
9/27/10,7.03
9/24/10,7.199
9/23/10,6.67
9/22/10,6.72
9/21/10,6.881
9/20/10,6.9401
9/17/10,6.76
9/16/10,7.1
9/15/10,6.94
9/14/10,7.27
9/13/10,7.051
9/10/10,6.51
9/9/10,6.8
9/8/10,6.6
9/7/10,6.7455
9/3/10,7.049
9/2/10,6.83
9/1/10,6.73
8/31/10,6.4585
8/30/10,6.54
8/27/10,6.83
8/26/10,6.78
8/25/10,7.1
8/24/10,7.06
8/23/10,7.38
8/20/10,7.12
8/19/10,7.18
8/18/10,7.45
8/17/10,7.31
8/16/10,7.18
8/13/10,7.28
8/12/10,7.37
8/11/10,7.149
8/10/10,7.27
8/9/10,7.54
8/6/10,7.58
8/5/10,7.7
8/4/10,7.64
8/3/10,7.47
8/2/10,7.65
7/30/10,7.28
7/29/10,7.78
7/28/10,8.24
7/27/10,8.43
7/26/10,8.51
7/23/10,8.48
7/22/10,8.54
7/21/10,8.17
7/20/10,8.45
7/19/10,8.43
7/16/10,8.27
7/15/10,8.66
7/14/10,8.75
7/13/10,8.73
7/12/10,8.55
7/9/10,8.57
7/8/10,8.69
7/7/10,8.89
7/6/10,8.35
7/2/10,8.22
7/1/10,8.38
6/30/10,8.49
6/29/10,8.67
6/28/10,10.02
6/25/10,9.46
6/24/10,9.62
6/23/10,9.82
6/22/10,9.6425
6/21/10,9.92
6/18/10,10
6/17/10,9.92
6/16/10,9.91
6/15/10,9.68
6/14/10,8.91
6/11/10,8.93
6/10/10,8.77
6/9/10,8.53
6/8/10,8.54
6/7/10,8.38
6/4/10,8.8575
6/3/10,9.24
6/2/10,9.18
6/1/10,8.66
5/28/10,9.09
5/27/10,9.44
5/26/10,8.69
5/25/10,8.8
5/24/10,8.79
5/21/10,8.93
5/20/10,8.74
5/19/10,8.96
5/18/10,9.075
5/17/10,9.17
5/14/10,8.94
5/13/10,9.14
5/12/10,9.33
5/11/10,8.82
5/10/10,9.09
5/7/10,8.57
5/6/10,8.75
5/5/10,9.26
5/4/10,9.52
5/3/10,9.89
4/30/10,9.35
4/29/10,10.21
4/28/10,10.24
4/27/10,10.34
4/26/10,10.97
4/23/10,11
4/22/10,10.93
4/21/10,10.74
4/20/10,10.75
4/19/10,10.79
4/16/10,10.92
4/15/10,11.18
4/14/10,11.3
4/13/10,10.76
4/12/10,10.82
4/9/10,10.73
4/8/10,10.58
4/7/10,10.56
4/6/10,10.23
4/5/10,10.6
4/1/10,10.17
3/31/10,10.37
3/30/10,10.79
3/29/10,10.63
3/26/10,10.49
3/25/10,10.38
3/24/10,10.43
3/23/10,10.54
3/22/10,10.33
3/19/10,9.95
3/18/10,10.16
3/17/10,10.4
3/16/10,10.21
3/15/10,9.73
3/12/10,9.97
3/11/10,9.8
3/10/10,9.87
3/9/10,9.41
3/8/10,9.59
3/5/10,9.46
3/4/10,9.41
3/3/10,9.45
3/2/10,9.57
3/1/10,9.77
2/26/10,9.06
2/25/10,9.07
2/24/10,9.09
2/23/10,8.61
2/22/10,8.94
2/19/10,8.9
2/18/10,8.76
2/17/10,8.73
2/16/10,8.63
2/12/10,8.44
2/11/10,8.53
2/10/10,8.54
2/9/10,9.08
2/8/10,8.91
2/5/10,8.7
2/4/10,8.61
2/3/10,9.02
2/2/10,9.35
2/1/10,9.17
1/29/10,8.72
1/28/10,9.4
1/27/10,9.72
1/26/10,9.44
1/25/10,9.33
1/22/10,9.13
1/21/10,9.8
1/20/10,9.98
1/19/10,10.28
1/15/10,10.13
1/14/10,10.73
1/13/10,10.46
1/12/10,10.26
1/11/10,10.9
1/8/10,11.1
1/7/10,10.84
1/6/10,11.22
1/5/10,11.17
1/4/10,10.85
12/31/09,10.56
12/30/09,10.64
12/29/09,10.38
12/28/09,10.04
12/24/09,10.16
12/23/09,9.99
12/22/09,9.41
12/21/09,9.31
12/18/09,8.78
12/17/09,8.73
12/16/09,8.8
12/15/09,8.81
12/14/09,8.99
12/11/09,8.64
12/10/09,8.72
12/9/09,8.59
12/8/09,8.6
12/7/09,8.53
12/4/09,8.45
12/3/09,8.37
12/2/09,8.16
12/1/09,7.77
11/30/09,7.52
11/27/09,7.3
11/25/09,7.46
11/24/09,7.53
11/23/09,7.52
11/20/09,7.26
11/19/09,7.12
11/18/09,7.48
11/17/09,7.72
11/16/09,7.64
11/13/09,7.51
11/12/09,7.61
11/11/09,7.52
11/10/09,7.4
11/9/09,7.51
11/6/09,7.08
11/5/09,7.24
11/4/09,6.73
11/3/09,6.65
11/2/09,6.58
10/30/09,6.79
10/29/09,7.25
10/28/09,6.83
10/27/09,7.05
10/26/09,7.38
10/23/09,7.45
10/22/09,7.6
10/21/09,7.64
10/20/09,8.03
10/19/09,8.05
10/16/09,7.95
10/15/09,8.65
10/14/09,8.91
10/13/09,8.66
10/12/09,8.88
10/9/09,8.78
10/8/09,8.22
10/7/09,8.22
10/6/09,7.89
10/5/09,7.97
10/2/09,7.46
10/1/09,7.51
9/30/09,8.2
9/29/09,8.4
9/28/09,8.44
9/25/09,8.1
9/24/09,8.11
9/23/09,8.54
9/22/09,8.63
9/21/09,8.33
9/18/09,8.2
9/17/09,8.22
9/16/09,8.5
9/15/09,8.15
9/14/09,7.92
9/11/09,7.87
9/10/09,8.13
9/9/09,7.8
9/8/09,7.75
9/4/09,7.35
9/3/09,7.17
9/2/09,6.99
9/1/09,7.02
8/31/09,7.37
8/28/09,7.56
8/27/09,7.2
8/26/09,7.25
8/25/09,7.2
8/24/09,7.09
8/21/09,7.14
8/20/09,6.79
8/19/09,6.68
8/18/09,6.79
8/17/09,6.57
8/14/09,6.72
8/13/09,7.01
8/12/09,6.76
8/11/09,6.8
8/10/09,6.63
8/7/09,6.83
8/6/09,6.79
8/5/09,6.74
8/4/09,6.76
8/3/09,6.77
7/31/09,6.39
7/30/09,6.16
7/29/09,6.18
7/28/09,6.4
7/27/09,6.33
7/24/09,6.27
7/23/09,6.2
7/22/09,6.16
7/21/09,5.85
7/20/09,5.89
7/17/09,5.75
7/16/09,5.75
7/15/09,5.58
7/14/09,5.32
7/13/09,5.21
7/10/09,5.08
7/9/09,5.04
7/8/09,4.72
7/7/09,4.7
7/6/09,4.89
7/2/09,4.96
7/1/09,5.18
6/30/09,5.06
6/29/09,5.11
6/26/09,5.1
6/25/09,5.3
6/24/09,5.14
6/23/09,4.85
6/22/09,5.02
6/19/09,5.33
6/18/09,5.26
6/17/09,5.3
6/16/09,5.2
6/15/09,5.32
6/12/09,5.47
6/11/09,5.59
6/10/09,5.86
6/9/09,5.58
6/8/09,5.3
6/5/09,5.3
6/4/09,5.5
6/3/09,4.97
6/2/09,5.07
6/1/09,5.32
5/29/09,5.06
5/28/09,4.86
5/27/09,4.77
5/26/09,4.65
5/22/09,4.51
5/21/09,4.58
5/20/09,4.8
5/19/09,4.85
5/18/09,4.68
5/15/09,4.24
5/14/09,4.55
