date,AMD
10/16/13,4.09
10/15/13,4.02
10/14/13,3.97
10/11/13,3.83
10/10/13,3.79
10/9/13,3.65
10/8/13,3.72
10/7/13,3.86
10/4/13,3.91
10/3/13,3.9
10/2/13,3.9
10/1/13,3.86
9/30/13,3.81
9/27/13,3.86
9/26/13,3.89
9/25/13,3.91
9/24/13,3.8
9/23/13,3.79
9/20/13,3.83
9/19/13,3.95
9/18/13,3.93
9/17/13,3.85
9/16/13,3.82
9/13/13,3.83
9/12/13,3.75
9/11/13,3.82
9/10/13,3.87
9/9/13,3.69
9/6/13,3.57
9/5/13,3.41
9/4/13,3.31
9/3/13,3.27
8/30/13,3.27
8/29/13,3.38
8/28/13,3.42
8/27/13,3.39
8/26/13,3.58
8/23/13,3.65
8/22/13,3.63
8/21/13,3.61
8/20/13,3.63
8/19/13,3.6
8/16/13,3.66
8/15/13,3.69
8/14/13,3.82
8/13/13,3.69
8/12/13,3.65
8/9/13,3.65
8/8/13,3.71
8/7/13,3.69
8/6/13,3.72
8/5/13,3.82
8/2/13,3.8
8/1/13,3.81
7/31/13,3.77
7/30/13,3.82
7/29/13,3.75
7/26/13,3.82
7/25/13,3.7
7/24/13,3.63
7/23/13,3.66
7/22/13,3.9
7/19/13,4.03
7/18/13,4.64
7/17/13,4.38
7/16/13,4.43
7/15/13,4.4
7/12/13,4.32
7/11/13,4.45
7/10/13,3.98
7/9/13,4.05
7/8/13,4
7/5/13,4.07
7/3/13,4.06
7/2/13,3.97
7/1/13,4.1
6/28/13,4.08
6/27/13,4.08
6/26/13,4.14
6/25/13,4.15
6/24/13,4.05
6/21/13,4
6/20/13,3.87
6/19/13,4.07
6/18/13,4.09
6/17/13,4.05
6/14/13,3.94
6/13/13,3.95
6/12/13,3.9
6/11/13,3.96
6/10/13,4.06
6/7/13,3.91
6/6/13,3.94
6/5/13,3.91
6/4/13,4.01
6/3/13,3.96
5/31/13,4
5/30/13,4.04
5/29/13,3.98
5/28/13,4.05
5/24/13,4.05
5/23/13,4.01
5/22/13,3.96
5/21/13,4.02
5/20/13,4.1
5/17/13,4.07
5/16/13,3.83
5/15/13,4.38
5/14/13,4.26
5/13/13,4.17
5/10/13,3.95
5/9/13,3.86
5/8/13,3.83
5/7/13,3.54
5/6/13,3.61
5/3/13,3.6
5/2/13,3.41
5/1/13,3.22
4/30/13,2.82
4/29/13,2.68
4/26/13,2.64
4/25/13,2.68
4/24/13,2.61
4/23/13,2.53
4/22/13,2.46
4/19/13,2.47
4/18/13,2.51
4/17/13,2.4
4/16/13,2.44
4/15/13,2.4
4/12/13,2.48
4/11/13,2.52
4/10/13,2.61
4/9/13,2.63
4/8/13,2.59
4/5/13,2.29
4/4/13,2.33
4/3/13,2.32
4/2/13,2.39
4/1/13,2.44
3/28/13,2.55
3/27/13,2.55
3/26/13,2.54
3/25/13,2.51
3/22/13,2.54
3/21/13,2.64
3/20/13,2.75
3/19/13,2.67
3/18/13,2.65
3/15/13,2.6
3/14/13,2.63
3/13/13,2.6
3/12/13,2.61
3/11/13,2.59
3/8/13,2.56
3/7/13,2.55
3/6/13,2.43
3/5/13,2.43
3/4/13,2.4
3/1/13,2.42
2/28/13,2.49
2/27/13,2.53
2/26/13,2.46
2/25/13,2.53
2/22/13,2.61
2/21/13,2.6
2/20/13,2.7
2/19/13,2.82
2/15/13,2.71
2/14/13,2.75
2/13/13,2.75
2/12/13,2.77
2/11/13,2.67
2/8/13,2.59
2/7/13,2.57
2/6/13,2.6
2/5/13,2.6
2/4/13,2.52
2/1/13,2.6
1/31/13,2.6
1/30/13,2.65
1/29/13,2.74
1/28/13,2.82
1/25/13,2.85
1/24/13,2.79
1/23/13,2.73
1/22/13,2.45
1/18/13,2.46
1/17/13,2.74
1/16/13,2.72
1/15/13,2.68
1/14/13,2.64
1/11/13,2.67
1/10/13,2.62
1/9/13,2.63
1/8/13,2.67
1/7/13,2.67
1/4/13,2.59
1/3/13,2.49
1/2/13,2.53
12/31/12,2.4
12/28/12,2.28
12/27/12,2.39
12/26/12,2.43
12/24/12,2.48
12/21/12,2.59
12/20/12,2.4
12/19/12,2.52
12/18/12,2.52
12/17/12,2.46
12/14/12,2.3904
12/13/12,2.41
12/12/12,2.37
12/11/12,2.33
12/10/12,2.32
12/7/12,2.36
12/6/12,2.34
12/5/12,2.29
12/4/12,2.26
12/3/12,2.36
11/30/12,2.2
11/29/12,2.04
11/28/12,1.96
11/27/12,1.88
11/26/12,1.87
11/23/12,1.95
11/21/12,1.87
11/20/12,1.88
11/19/12,1.92
11/16/12,1.86
11/15/12,1.87
11/14/12,1.93
11/13/12,2.09
11/12/12,1.99
11/9/12,2.03
11/8/12,1.98
11/7/12,2.01
11/6/12,2.07
11/5/12,2.11
11/2/12,2.1
11/1/12,2.14
10/31/12,2.05
10/26/12,2.07
10/25/12,2.12
10/24/12,2.08
10/23/12,2.14
10/22/12,2.1
10/19/12,2.18
10/18/12,2.62
10/17/12,2.77
10/16/12,2.68
10/15/12,2.75
10/12/12,2.74
10/11/12,3.2
10/10/12,3.15
10/9/12,3.25
10/8/12,3.19
10/5/12,3.22
10/4/12,3.22
10/3/12,3.12
10/2/12,3.27
10/1/12,3.28
9/28/12,3.37
9/27/12,3.43
9/26/12,3.32
9/25/12,3.28
9/24/12,3.46
9/21/12,3.6
9/20/12,3.59
9/19/12,3.66
9/18/12,3.62
9/17/12,4.01
9/14/12,3.9
9/13/12,3.92
9/12/12,3.89
9/11/12,3.75
9/10/12,3.47
9/7/12,3.45
9/6/12,3.66
9/5/12,3.51
9/4/12,3.64
8/31/12,3.72
8/30/12,3.7
8/29/12,3.77
8/28/12,3.79
8/27/12,3.85
8/24/12,3.94
8/23/12,3.9
8/22/12,4.01
8/21/12,4.07
8/20/12,4.09
8/17/12,4.1
8/16/12,4.17
8/15/12,4.19
8/14/12,4.12
8/13/12,4.26
8/10/12,4.34
8/9/12,4.37
8/8/12,4.4
8/7/12,4.02
8/6/12,4.01
8/3/12,4.09
8/2/12,3.97
8/1/12,4.05
7/31/12,4.06
7/30/12,4.1
7/27/12,4.09
7/26/12,4.04
7/25/12,4.01
7/24/12,4.06
7/23/12,4.15
7/20/12,4.22
7/19/12,4.86
7/18/12,4.89
7/17/12,4.87
7/16/12,4.83
7/13/12,4.9
7/12/12,4.88
7/11/12,4.89
7/10/12,4.99
7/9/12,5.62
7/6/12,5.75
7/5/12,5.88
7/3/12,6.03
7/2/12,5.75
6/29/12,5.73
6/28/12,5.41
6/27/12,5.5
6/26/12,5.44
6/25/12,5.41
6/22/12,5.73
6/21/12,5.72
6/20/12,6.06
6/19/12,5.81
6/18/12,5.93
6/15/12,5.87
6/14/12,5.76
6/13/12,5.76
6/12/12,5.91
6/11/12,5.69
6/8/12,5.91
6/7/12,5.76
6/6/12,6.02
6/5/12,5.825
6/4/12,5.63
6/1/12,5.73
5/31/12,6.08
5/30/12,6.15
5/29/12,6.46
5/25/12,6.22
5/24/12,6.02
5/23/12,6.08
5/22/12,6.16
5/21/12,6.3
5/18/12,6.01
5/17/12,6.13
5/16/12,6.39
5/15/12,6.6
5/14/12,6.75
5/11/12,6.78
5/10/12,6.78
5/9/12,6.86
5/8/12,7.03
5/7/12,7.18
5/4/12,7.18
5/3/12,7.41
5/2/12,7.63
5/1/12,7.59
4/30/12,7.36
4/27/12,7.33
4/26/12,7.45
4/25/12,7.39
4/24/12,7.31
4/23/12,7.39
4/20/12,7.76
4/19/12,7.97
4/18/12,7.97
4/17/12,7.94
4/16/12,7.7
4/13/12,7.73
4/12/12,7.92
4/11/12,7.64
4/10/12,7.53
4/9/12,7.75
4/5/12,7.87
4/4/12,7.81
4/3/12,7.98
4/2/12,8.2
3/30/12,8.02
3/29/12,8.12
3/28/12,8.08
3/27/12,8.19
3/26/12,8.24
3/23/12,8.09
3/22/12,8.03
3/21/12,8.04
3/20/12,8.06
3/19/12,8.18
3/16/12,8.2
3/15/12,8.25
3/14/12,7.76
3/13/12,7.76
3/12/12,7.5
3/9/12,7.58
3/8/12,7.47
3/7/12,7.17
3/6/12,6.9
3/5/12,7.07
3/2/12,7.46
3/1/12,7.51
2/29/12,7.35
2/28/12,7.52
2/27/12,7.47
2/24/12,7.46
2/23/12,7.29
2/22/12,7.14
2/21/12,7.28
2/17/12,7.42
2/16/12,7.59
2/15/12,7.3
2/14/12,7.32
2/13/12,7.29
2/10/12,7.05
2/9/12,7.24
2/8/12,7.25
2/7/12,7.13
2/6/12,6.92
2/3/12,7.08
2/2/12,6.93
2/1/12,6.9
1/31/12,6.71
1/30/12,6.74
1/27/12,6.82
1/26/12,6.77
1/25/12,6.73
1/24/12,6.53
1/23/12,6.52
1/20/12,6.42
1/19/12,6.22
1/18/12,5.97
1/17/12,5.73
1/13/12,5.66
1/12/12,5.82
1/11/12,5.81
1/10/12,5.71
1/9/12,5.59
1/6/12,5.43
1/5/12,5.46
1/4/12,5.46
1/3/12,5.48
12/30/11,5.4
12/29/11,5.34
12/28/11,5.28
12/27/11,5.38
12/23/11,5.41
12/22/11,5.45
12/21/11,5.08
12/20/11,5.19
12/19/11,4.86
12/16/11,5.13
12/15/11,5.04
12/14/11,5.07
12/13/11,5.18
12/12/11,5.3
12/9/11,5.54
12/8/11,5.47
12/7/11,5.72
12/6/11,5.66
12/5/11,5.76
12/2/11,5.65
12/1/11,5.7
11/30/11,5.69
11/29/11,5.32
11/28/11,5.3
11/25/11,4.99
11/23/11,5.05
11/22/11,5.3
11/21/11,5.42
11/18/11,5.47
11/17/11,5.44
11/16/11,5.68
11/15/11,5.76
11/14/11,5.79
11/11/11,5.95
11/10/11,5.66
11/9/11,5.38
11/8/11,5.75
11/7/11,5.68
11/4/11,5.67
11/3/11,5.73
11/2/11,5.46
11/1/11,5.3
10/31/11,5.83
10/28/11,5.94
10/27/11,5.54
10/26/11,5.095
10/25/11,4.91
10/24/11,5.06
10/21/11,4.72
10/20/11,4.54
10/19/11,4.73
10/18/11,4.83
10/17/11,4.67
10/14/11,4.92
10/13/11,4.97
10/12/11,4.93
10/11/11,4.86
10/10/11,4.84
10/7/11,4.73
10/6/11,4.85
10/5/11,4.83
10/4/11,4.72
10/3/11,4.53
9/30/11,5.08
9/29/11,5.31
9/28/11,6.15
9/27/11,6.49
9/26/11,6.4
9/23/11,6.17
9/22/11,6.12
9/21/11,6.48
9/20/11,6.74
9/19/11,6.92
9/16/11,7.2
9/15/11,7.335
9/14/11,7.21
9/13/11,6.96
9/12/11,6.71
9/9/11,6.52
9/8/11,6.81
9/7/11,6.76
9/6/11,6.27
9/2/11,6.32
9/1/11,6.68
8/31/11,6.83
8/30/11,6.84
8/29/11,6.83
8/26/11,6.49
8/25/11,6.37
8/24/11,6.34
8/23/11,6.5
8/22/11,6.05
8/19/11,5.98
8/18/11,5.79
8/17/11,6.14
8/16/11,6.34
8/15/11,6.43
8/12/11,6.21
8/11/11,6.17
8/10/11,5.85
8/9/11,6.18
8/8/11,5.94
8/5/11,6.56
8/4/11,6.5
8/3/11,7.16
8/2/11,7.11
8/1/11,7.22
7/29/11,7.34
7/28/11,7.42
7/27/11,7.51
7/26/11,7.66
7/25/11,7.63
7/22/11,7.75
7/21/11,6.5
7/20/11,6.6
7/19/11,6.48
7/18/11,6.18
7/15/11,6.43
7/14/11,6.44
7/13/11,6.48
7/12/11,6.43
7/11/11,6.76
7/8/11,6.95
7/7/11,7.15
7/6/11,7
7/5/11,7.14
7/1/11,7.11
6/30/11,6.99
6/29/11,6.89
6/28/11,6.95
6/27/11,6.92
6/24/11,6.9
6/23/11,7.06
6/22/11,7.06
6/21/11,7.22
6/20/11,6.89
6/17/11,7
6/16/11,7.19
6/15/11,7.5
6/14/11,7.67
6/13/11,7.54
6/10/11,7.59
6/9/11,7.64
6/8/11,7.62
6/7/11,7.71
6/6/11,7.8
6/3/11,7.97
6/2/11,8.235
6/1/11,8.37
5/31/11,8.68
5/27/11,8.49
5/26/11,8.48
5/25/11,8.43
5/24/11,8.39
5/23/11,8.49
5/20/11,8.62
5/19/11,8.64
5/18/11,8.67
5/17/11,8.54
5/16/11,8.67
5/13/11,8.9
5/12/11,8.93
5/11/11,8.88
5/10/11,8.94
5/9/11,8.94
5/6/11,8.92
5/5/11,8.87
5/4/11,8.79
5/3/11,8.8
5/2/11,9.03
4/29/11,9.1
4/28/11,9.07
4/27/11,8.95
4/26/11,8.88
4/25/11,8.7
4/21/11,8.71
4/20/11,8.63
4/19/11,8.27
4/18/11,8.2
4/15/11,8.27
4/14/11,8.19
4/13/11,8.2
4/12/11,8.26
4/11/11,8.42
4/8/11,8.47
4/7/11,8.41
4/6/11,8.43
4/5/11,8.11
4/4/11,8.1
4/1/11,8.36
3/31/11,8.6
3/30/11,8.79
3/29/11,8.68
3/28/11,8.69
3/25/11,8.88
3/24/11,8.83
3/23/11,8.59
3/22/11,8.36
3/21/11,8.55
3/18/11,8.55
3/17/11,8.31
3/16/11,8.12
3/15/11,8.28
3/14/11,8.43
3/11/11,8.65
3/10/11,8.42
3/9/11,8.67
3/8/11,8.99
3/7/11,8.84
3/4/11,9.225
3/3/11,9.28
3/2/11,9.17
3/1/11,9.025
2/28/11,9.21
2/25/11,9.29
2/24/11,9.1
2/23/11,8.55
2/22/11,8.85
2/18/11,9.18
2/17/11,9.44
2/16/11,8.99
2/15/11,8.6
2/14/11,8.63
2/11/11,8.28
2/10/11,8.22
2/9/11,8.23
2/8/11,8.24
2/7/11,8.33
2/4/11,8.4
2/3/11,8.33
2/2/11,8.29
2/1/11,8.22
1/31/11,7.83
1/28/11,7.49
1/27/11,7.75
1/26/11,7.491
1/25/11,7.48
1/24/11,7.68
1/21/11,7.54
1/20/11,8.02
1/19/11,7.93
1/18/11,8.1025
1/14/11,8.2
1/13/11,8.26
1/12/11,8.39
1/11/11,8.36
1/10/11,9.19
1/7/11,8.83
1/6/11,8.69
1/5/11,8.91
1/4/11,8.77
1/3/11,8.47
12/31/10,8.18
12/30/10,8.14
12/29/10,8.08
12/28/10,8.09
12/27/10,8.05
12/23/10,8.04
12/22/10,8.111
12/21/10,8.14
12/20/10,8.24
12/17/10,8.1
12/16/10,8.03
12/15/10,8.02
12/14/10,8.05
12/13/10,8.23
12/10/10,8.07
12/9/10,7.95
12/8/10,8.17
12/7/10,8.02
12/6/10,7.819
12/3/10,7.65
12/2/10,7.54
12/1/10,7.51
11/30/10,7.29
11/29/10,7.38
11/26/10,7.55
11/24/10,7.62
11/23/10,7.32
11/22/10,7.41
11/19/10,7.47
11/18/10,7.35
11/17/10,7.33
11/16/10,7.43
11/15/10,7.565
11/12/10,7.63
11/11/10,7.63
11/10/10,7.75
11/9/10,7.91
11/8/10,8.14
11/5/10,8.04
11/4/10,8
11/3/10,7.64
11/2/10,7.535
11/1/10,7.36
10/29/10,7.335
10/28/10,7.63
10/27/10,7.35
10/26/10,7.2
10/25/10,7.26
10/22/10,6.89
10/21/10,6.89
10/20/10,6.82
10/19/10,6.95
10/18/10,6.96
10/15/10,7.12
10/14/10,7.139
10/13/10,7.22
10/12/10,7.3
10/11/10,7.24
10/8/10,7.05
10/7/10,6.87
10/6/10,6.86
10/5/10,6.98
10/4/10,6.94
10/1/10,7.05
9/30/10,7.11
9/29/10,7.28
9/28/10,6.95
9/27/10,7.02
9/24/10,6.84
9/23/10,6.4
9/22/10,6.26
9/21/10,6.171
9/20/10,6.09
9/17/10,6.12
9/16/10,6.15
9/15/10,6.22
9/14/10,6.27
9/13/10,6.18
9/10/10,5.81
9/9/10,5.86
9/8/10,5.83
9/7/10,5.95
9/3/10,6.09
9/2/10,5.93
9/1/10,5.76
8/31/10,5.61
8/30/10,5.78
8/27/10,6.08
8/26/10,5.87
8/25/10,6.13
8/24/10,5.99
8/23/10,6.14
8/20/10,6.25
8/19/10,6.42
8/18/10,6.57
8/17/10,6.63
8/16/10,6.62
8/13/10,6.49
8/12/10,6.57
8/11/10,6.49
8/10/10,6.83
8/9/10,7.42
8/6/10,7.45
8/5/10,7.5
8/4/10,7.52
8/3/10,7.51
8/2/10,7.65
7/30/10,7.49
7/29/10,7.78
7/28/10,7.98
7/27/10,8.21
7/26/10,8.07
7/23/10,7.82
7/22/10,7.61
7/21/10,7.4
7/20/10,7.6
7/19/10,7.44
7/16/10,7.37
7/15/10,7.41
7/14/10,7.44
7/13/10,7.52
7/12/10,7.36
7/9/10,7.34
7/8/10,7.37
7/7/10,7.39
7/6/10,7.04
7/2/10,7.17
7/1/10,7.39
6/30/10,7.32
6/29/10,7.48
6/28/10,8.05
6/25/10,8.09
6/24/10,8.13
6/23/10,8.56
6/22/10,8.58
6/21/10,8.8
6/18/10,8.83
6/17/10,8.91
6/16/10,8.9
6/15/10,8.82
6/14/10,8.28
6/11/10,8.12
6/10/10,8.01
6/9/10,7.61
6/8/10,7.77
6/7/10,7.71
6/4/10,8.105
6/3/10,8.69
6/2/10,8.54
6/1/10,8.14
5/28/10,8.57
5/27/10,8.8
5/26/10,8.22
5/25/10,8.15
5/24/10,8.09
5/21/10,8.4
5/20/10,8.09
5/19/10,8.47
5/18/10,8.42
5/17/10,8.85
5/14/10,8.8
5/13/10,9.42
5/12/10,9.49
5/11/10,9.07
5/10/10,8.99
5/7/10,8.38
5/6/10,8.27
5/5/10,8.58
5/4/10,8.68
5/3/10,9.29
4/30/10,9.07
4/29/10,9.72
4/28/10,9.55
4/27/10,9.58
4/26/10,9.97
4/23/10,9.76
4/22/10,9.86
4/21/10,9.78
4/20/10,9.77
4/19/10,9.58
4/16/10,9.81
4/15/10,10.16
4/14/10,9.89
4/13/10,9.56
4/12/10,9.42
4/9/10,9.3
4/8/10,9.42
4/7/10,9.66
4/6/10,9.35
4/5/10,9.53
4/1/10,9.37
3/31/10,9.27
3/30/10,9.27
3/29/10,9.11
3/26/10,9.02
3/25/10,9.03
3/24/10,9.23
3/23/10,9.45
3/22/10,9.31
3/19/10,9.11
3/18/10,9.39
3/17/10,9.67
3/16/10,9.4
3/15/10,8.92
3/12/10,8.93
3/11/10,8.95
3/10/10,8.92
3/9/10,8.63
3/8/10,8.64
3/5/10,8.61
3/4/10,8.5
3/3/10,8.35
3/2/10,8.38
3/1/10,8.21
2/26/10,7.91
2/25/10,7.89
2/24/10,8.05
2/23/10,7.79
2/22/10,7.9
2/19/10,7.93
2/18/10,7.95
2/17/10,8.03
2/16/10,8.06
2/12/10,7.87
2/11/10,7.84
2/10/10,7.64
2/9/10,7.54
2/8/10,7.42
2/5/10,7.35
2/4/10,7.19
2/3/10,7.81
2/2/10,7.91
2/1/10,7.98
1/29/10,7.46
1/28/10,7.88
1/27/10,8.19
1/26/10,8.09
1/25/10,8.07
1/22/10,7.88
1/21/10,8.99
1/20/10,8.87
1/19/10,9.01
1/15/10,8.84
1/14/10,9
1/13/10,9.15
1/12/10,8.65
1/11/10,9.14
1/8/10,9.43
1/7/10,9.47
1/6/10,9.57
1/5/10,9.71
1/4/10,9.7
12/31/09,9.68
12/30/09,9.72
12/29/09,9.75
12/28/09,9.83
12/24/09,9.91
12/23/09,9.67
12/22/09,9.43
12/21/09,9.53
12/18/09,9.05
12/17/09,9.12
12/16/09,9.15
12/15/09,8.82
12/14/09,8.68
12/11/09,8.64
12/10/09,8.58
12/9/09,8.71
12/8/09,8.67
12/7/09,8.52
12/4/09,7.86
12/3/09,8.03
12/2/09,7.3
12/1/09,7.2
11/30/09,7.01
11/27/09,6.85
11/25/09,7.11
11/24/09,6.95
11/23/09,7
11/20/09,6.95
11/19/09,7.05
11/18/09,7.32
11/17/09,6.62
11/16/09,6.43
11/13/09,6.53
11/12/09,6.48
11/11/09,5.32
11/10/09,5.14
11/9/09,5.21
11/6/09,5.04
11/5/09,4.83
11/4/09,4.69
11/3/09,4.64
11/2/09,4.6
10/30/09,4.6
10/29/09,4.93
10/28/09,4.85
10/27/09,5.15
10/26/09,5.42
10/23/09,5.6
10/22/09,5.83
10/21/09,5.77
10/20/09,5.98
10/19/09,5.87
10/16/09,5.74
10/15/09,6.19
10/14/09,6.25
10/13/09,6.08
10/12/09,6.14
10/9/09,5.88
10/8/09,5.51
10/7/09,5.54
10/6/09,5.64
10/5/09,5.54
10/2/09,5.31
10/1/09,5.39
9/30/09,5.66
9/29/09,5.78
9/28/09,5.94
9/25/09,5.83
9/24/09,5.66
9/23/09,6.02
9/22/09,6.08
9/21/09,5.81
9/18/09,5.7
9/17/09,5.67
9/16/09,5.69
9/15/09,5.88
9/14/09,5.72
9/11/09,5.68
9/10/09,5.38
9/9/09,5.2
9/8/09,5.19
9/4/09,4.53
9/3/09,4.53
9/2/09,4.28
9/1/09,4.22
8/31/09,4.36
8/28/09,4.47
8/27/09,4.23
8/26/09,4.06
8/25/09,4.02
8/24/09,4
8/21/09,3.7
8/20/09,3.52
8/19/09,3.52
8/18/09,3.56
8/17/09,3.55
8/14/09,3.69
8/13/09,3.68
8/12/09,3.59
8/11/09,3.59
8/10/09,3.68
8/7/09,3.7
8/6/09,3.71
8/5/09,3.75
8/4/09,3.76
8/3/09,3.74
7/31/09,3.66
7/30/09,3.66
7/29/09,3.71
7/28/09,3.77
7/27/09,3.8
7/24/09,3.77
7/23/09,3.59
7/22/09,3.55
7/21/09,4.08
7/20/09,4.17
7/17/09,4
7/16/09,3.92
7/15/09,3.86
7/14/09,3.55
7/13/09,3.56
7/10/09,3.49
7/9/09,3.48
7/8/09,3.36
7/7/09,3.43
7/6/09,3.55
7/2/09,3.78
7/1/09,3.91
6/30/09,3.87
6/29/09,3.72
6/26/09,3.62
6/25/09,3.64
6/24/09,3.66
6/23/09,3.55
6/22/09,3.62
6/19/09,3.87
6/18/09,3.85
6/17/09,4.08
6/16/09,4.13
6/15/09,4.26
6/12/09,4.47
6/11/09,4.7
6/10/09,4.82
6/9/09,4.75
6/8/09,4.61
6/5/09,4.63
6/4/09,4.65
6/3/09,4.48
6/2/09,4.56
6/1/09,4.73
5/29/09,4.54
5/28/09,4.7
5/27/09,4.71
5/26/09,4.53
5/22/09,4.26
5/21/09,4.34
5/20/09,4.5
5/19/09,4.39
5/18/09,4.14
5/15/09,4.01
5/14/09,4.24
